,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2024-05-01 23:29:59.999,1714584600000,57184.74000000,57700.86000000,57151.10000000,57424.65000000,1115.90795000,1714586399999,64058323.47643990,40208,619.25895000,35550126.90481310,0
2024-05-01 23:59:59.999,1714586400000,57424.64000000,58181.90000000,57331.10000000,58003.99000000,3246.17163000,1714588199999,187893411.06620270,89426,1581.87475000,91563753.07782430,0
2024-05-02 00:29:59.999,1714588200000,58003.98000000,59468.00000000,57685.39000000,58913.99000000,5683.31777000,1714589999999,333696913.71179440,143741,2752.76246000,161694856.97878580,0
2024-05-02 00:59:59.999,1714590000000,58913.98000000,59264.16000000,58032.82000000,58060.55000000,3203.12760000,1714591799999,187861094.61766370,81228,1464.46748000,85929603.98828130,0
2024-05-02 01:29:59.999,1714591800000,58060.54000000,58060.55000000,56897.27000000,56954.47000000,3990.27208000,1714593599999,228773762.09104410,97054,1744.49074000,99994351.43046570,0
2024-05-02 01:59:59.999,1714593600000,56954.46000000,57371.93000000,56760.02000000,57359.27000000,1539.92209000,1714595399999,87935611.82589720,47471,803.19379000,45874757.86565210,0
2024-05-02 02:29:59.999,1714595400000,57359.26000000,57531.10000000,57171.29000000,57361.70000000,815.89031000,1714597199999,46835341.15866820,28557,418.72877000,24038134.10472620,0
2024-05-02 02:59:59.999,1714597200000,57361.71000000,58158.00000000,57257.99000000,58158.00000000,1024.94514000,1714598999999,59172252.97270490,38645,604.27346000,34891748.57276900,0
2024-05-02 03:29:59.999,1714599000000,58157.99000000,58203.34000000,57719.55000000,57909.03000000,612.03790000,1714600799999,35442297.74303130,29629,286.45411000,16590625.98876080,0
2024-05-02 03:59:59.999,1714600800000,57909.03000000,58209.72000000,57872.61000000,58005.98000000,882.78806000,1714602599999,51217233.90648170,28353,455.94120000,26451240.63978230,0
2024-05-02 04:29:59.999,1714602600000,58005.98000000,58091.10000000,57857.71000000,57880.58000000,450.82670000,1714604399999,26147665.24575100,19662,211.35377000,12259727.79635380,0
2024-05-02 04:59:59.999,1714604400000,57880.58000000,58075.47000000,57828.00000000,57924.15000000,369.16902000,1714606199999,21397677.62171230,17856,158.57758000,9190181.23393470,0
2024-05-02 05:29:59.999,1714606200000,57924.15000000,58575.32000000,57907.56000000,58364.97000000,2401.65726000,1714607999999,140149762.25892670,53452,890.48269000,51943615.39153120,0
